job_title,location,city_tier,experience_level,experience_years_mid,company_size,remote,skills_required,salary_lpa,posted_date
Data Engineer,Coimbatore,Tier-2,Fresher (0-1 yrs),0.5,Mid-size,False,"SQL, Airflow, Python",12.1,2023-09-08
Data Scientist,Mumbai,Tier-1,Senior (6-10 yrs),8.0,Startup,False,"Python, Machine Learning, Statistics, Deep Learning, NLP",28.4,2023-09-08
Software Engineer,Bhopal,Tier-3,Senior (6-10 yrs),8.0,Enterprise,False,"Git, Python, SQL, System Design",17.9,2023-09-08
Data Engineer,Mumbai,Tier-1,Senior (6-10 yrs),8.0,Startup,False,"AWS, Airflow, SQL",27.2,2023-09-08
Software Engineer,Guwahati,Tier-3,Lead (10+ yrs),13.0,Mid-size,False,"Java, SQL, System Design, Python",21.7,2023-09-08
Data Engineer,Hyderabad,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,False,"AWS, SQL, Python, Airflow, Spark",18.3,2023-09-08
ML Engineer,Bangalore,Tier-1,Lead (10+ yrs),13.0,Mid-size,False,"Docker, Python, AWS, Machine Learning, MLOps",44.8,2023-09-08
QA Engineer,Chandigarh,Tier-2,Fresher (0-1 yrs),0.5,Startup,False,"Python, Manual Testing, Selenium",6.6,2023-09-08
Software Engineer,Mumbai,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"Git, SQL, Java",34.0,2023-09-08
Software Engineer,Bangalore,Tier-1,Lead (10+ yrs),13.0,Startup,False,"System Design, Java, Git, LangChain",29.8,2023-09-08
Data Engineer,Pune,Tier-1,Fresher (0-1 yrs),0.5,Startup,True,"SQL, Spark, AWS, LLM Fine-tuning",17.4,2023-09-08
Business Analyst,Delhi-NCR,Tier-1,Lead (10+ yrs),13.0,Startup,True,"Statistics, Excel, Power BI, SQL",25.6,2023-09-08
Software Engineer,Coimbatore,Tier-2,Lead (10+ yrs),13.0,Mid-size,False,"SQL, Git, Java, System Design",23.4,2023-09-08
Data Analyst,Delhi-NCR,Tier-1,Mid (3-6 yrs),4.5,Mid-size,True,"Statistics, Python, Excel, Power BI",15.0,2023-09-08
QA Engineer,Bangalore,Tier-1,Lead (10+ yrs),13.0,Enterprise,True,"Manual Testing, Python, Selenium",28.7,2023-09-08
Backend Developer,Ranchi,Tier-3,Lead (10+ yrs),13.0,Enterprise,False,"SQL, Docker, Python",24.2,2023-09-08
Cloud Engineer,Mumbai,Tier-1,Junior (1-3 yrs),2.0,Mid-size,False,"Linux, Docker, Kubernetes, Azure, AWS",19.5,2023-09-08
Cloud Engineer,Bangalore,Tier-1,Lead (10+ yrs),13.0,Enterprise,True,"Kubernetes, AWS, Docker, Linux",39.1,2023-09-08
Cloud Engineer,Nagpur,Tier-3,Lead (10+ yrs),13.0,Startup,False,"Azure, Linux, AWS, Docker",21.8,2023-09-08
Business Analyst,Jaipur,Tier-2,Fresher (0-1 yrs),0.5,Startup,False,"Statistics, Communication, Power BI",7.5,2023-09-08
Data Analyst,Lucknow,Tier-2,Mid (3-6 yrs),4.5,Mid-size,True,"Power BI, Statistics, Tableau, SQL, Python",11.7,2023-09-08
Business Analyst,Kanpur,Tier-3,Junior (1-3 yrs),2.0,Enterprise,False,"Power BI, Statistics, SQL, Excel, Communication",7.3,2023-09-08
Data Engineer,Delhi-NCR,Tier-1,Mid (3-6 yrs),4.5,Mid-size,False,"AWS, SQL, Spark",24.6,2023-09-08
Business Analyst,Hyderabad,Tier-1,Junior (1-3 yrs),2.0,Startup,False,"Excel, Communication, SQL, Power BI",10.2,2023-09-09
QA Engineer,Delhi-NCR,Tier-1,Mid (3-6 yrs),4.5,Mid-size,True,"Manual Testing, Selenium, Python",13.5,2023-09-09
Data Engineer,Delhi-NCR,Tier-1,Junior (1-3 yrs),2.0,Enterprise,False,"Airflow, Python, SQL, AWS, LLM Fine-tuning",23.4,2023-09-09
Cloud Engineer,Chandigarh,Tier-2,Fresher (0-1 yrs),0.5,Startup,True,"Kubernetes, Azure, Docker, AWS, Linux",11.8,2023-09-09
Data Scientist,Chandigarh,Tier-2,Lead (10+ yrs),13.0,Enterprise,True,"NLP, Machine Learning, Python, Statistics",31.6,2023-09-09
Backend Developer,Indore,Tier-2,Mid (3-6 yrs),4.5,Mid-size,True,"SQL, Docker, AWS",15.4,2023-09-09
Business Analyst,Pune,Tier-1,Senior (6-10 yrs),8.0,Mid-size,True,"Excel, Statistics, Communication",20.2,2023-09-09
Product Manager,Delhi-NCR,Tier-1,Mid (3-6 yrs),4.5,Mid-size,False,"Communication, Statistics, Excel, SQL",21.0,2023-09-09
Product Manager,Indore,Tier-2,Fresher (0-1 yrs),0.5,Enterprise,False,"SQL, Excel, Communication",15.7,2023-09-09
Data Analyst,Bhopal,Tier-3,Fresher (0-1 yrs),0.5,Mid-size,False,"Python, Excel, SQL",7.2,2023-09-09
Frontend Developer,Indore,Tier-2,Senior (6-10 yrs),8.0,Startup,False,"JavaScript, HTML/CSS, TypeScript, React",16.1,2023-09-09
Frontend Developer,Delhi-NCR,Tier-1,Senior (6-10 yrs),8.0,Mid-size,False,"React, JavaScript, TypeScript, HTML/CSS",20.7,2023-09-09
Business Analyst,Bhopal,Tier-3,Senior (6-10 yrs),8.0,Mid-size,False,"Communication, Excel, Statistics",13.3,2023-09-09
Data Analyst,Bangalore,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,False,"Statistics, Python, Excel, SQL",7.6,2023-09-09
QA Engineer,Bangalore,Tier-1,Junior (1-3 yrs),2.0,Enterprise,False,"SQL, Manual Testing, Selenium",11.7,2023-09-09
DevOps Engineer,Hyderabad,Tier-1,Junior (1-3 yrs),2.0,Mid-size,False,"Linux, Kubernetes, CI/CD, AWS, Docker",21.1,2023-09-09
Cloud Engineer,Ranchi,Tier-3,Junior (1-3 yrs),2.0,Enterprise,False,"Kubernetes, AWS, Azure, Docker",15.1,2023-09-09
Data Engineer,Pune,Tier-1,Lead (10+ yrs),13.0,Startup,True,"SQL, Airflow, Python",30.9,2023-09-09
Backend Developer,Ranchi,Tier-3,Fresher (0-1 yrs),0.5,Mid-size,False,"Docker, AWS, Python",9.9,2023-09-09
DevOps Engineer,Nagpur,Tier-3,Senior (6-10 yrs),8.0,Startup,False,"Kubernetes, CI/CD, AWS, Docker, Linux",20.4,2023-09-09
DevOps Engineer,Mumbai,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,False,"Linux, Docker, Kubernetes, AWS, CI/CD",19.1,2023-09-09
QA Engineer,Bangalore,Tier-1,Fresher (0-1 yrs),0.5,Enterprise,False,"SQL, Selenium, Python, Manual Testing",10.2,2023-09-09
DevOps Engineer,Coimbatore,Tier-2,Senior (6-10 yrs),8.0,Mid-size,False,"Docker, CI/CD, Linux, Kubernetes, AWS",22.8,2023-09-09
Data Scientist,Delhi-NCR,Tier-1,Junior (1-3 yrs),2.0,Enterprise,True,"Deep Learning, NLP, Statistics, Python",21.5,2023-09-09
DevOps Engineer,Mumbai,Tier-1,Mid (3-6 yrs),4.5,Mid-size,False,"CI/CD, Docker, Linux",19.8,2023-09-09
Frontend Developer,Lucknow,Tier-2,Junior (1-3 yrs),2.0,Mid-size,False,"JavaScript, TypeScript, React, HTML/CSS",9.3,2023-09-10
Software Engineer,Indore,Tier-2,Junior (1-3 yrs),2.0,Mid-size,True,"Java, System Design, Python, SQL, Git, LLM Fine-tuning",9.1,2023-09-10
QA Engineer,Guwahati,Tier-3,Lead (10+ yrs),13.0,Mid-size,True,"Selenium, Manual Testing, Python",16.3,2023-09-10
ML Engineer,Pune,Tier-1,Senior (6-10 yrs),8.0,Startup,False,"Machine Learning, Python, Deep Learning",31.0,2023-09-10
Data Engineer,Jaipur,Tier-2,Senior (6-10 yrs),8.0,Enterprise,False,"Python, AWS, SQL, Airflow",25.2,2023-09-10
Data Scientist,Chandigarh,Tier-2,Lead (10+ yrs),13.0,Mid-size,False,"Python, NLP, Statistics, SQL, Deep Learning",28.5,2023-09-10
QA Engineer,Nagpur,Tier-3,Senior (6-10 yrs),8.0,Startup,False,"Manual Testing, SQL, Selenium",13.7,2023-09-10
Product Manager,Mumbai,Tier-1,Fresher (0-1 yrs),0.5,Enterprise,False,"Statistics, SQL, Communication, Excel, Agile",18.9,2023-09-10
DevOps Engineer,Pune,Tier-1,Fresher (0-1 yrs),0.5,Startup,True,"Linux, Kubernetes, CI/CD, AWS",15.7,2023-09-10
Business Analyst,Mumbai,Tier-1,Mid (3-6 yrs),4.5,Enterprise,False,"Excel, Statistics, SQL",16.7,2023-09-10
DevOps Engineer,Indore,Tier-2,Junior (1-3 yrs),2.0,Mid-size,False,"Kubernetes, CI/CD, Linux",15.9,2023-09-10
Business Analyst,Bangalore,Tier-1,Lead (10+ yrs),13.0,Mid-size,False,"SQL, Power BI, Communication, Excel",28.0,2023-09-10
Data Engineer,Mumbai,Tier-1,Junior (1-3 yrs),2.0,Enterprise,False,"Python, AWS, Airflow, SQL",22.0,2023-09-10
QA Engineer,Bhopal,Tier-3,Junior (1-3 yrs),2.0,Enterprise,False,"SQL, Python, Manual Testing, Selenium",9.7,2023-09-10
ML Engineer,Jaipur,Tier-2,Mid (3-6 yrs),4.5,Enterprise,False,"MLOps, Deep Learning, Machine Learning",28.5,2023-09-10
Business Analyst,Mumbai,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"Communication, SQL, Power BI, Statistics, Excel",32.5,2023-09-10
DevOps Engineer,Pune,Tier-1,Mid (3-6 yrs),4.5,Enterprise,False,"CI/CD, AWS, Kubernetes, Linux",28.1,2023-09-10
Data Engineer,Jaipur,Tier-2,Lead (10+ yrs),13.0,Enterprise,False,"Spark, AWS, Airflow",35.6,2023-09-10
Product Manager,Bangalore,Tier-1,Lead (10+ yrs),13.0,Mid-size,True,"Agile, Statistics, SQL",33.9,2023-09-10
QA Engineer,Hyderabad,Tier-1,Mid (3-6 yrs),4.5,Enterprise,False,"Selenium, Python, Manual Testing, SQL",17.4,2023-09-10
Data Analyst,Hyderabad,Tier-1,Junior (1-3 yrs),2.0,Enterprise,False,"Python, Statistics, Tableau, SQL, Excel",12.1,2023-09-10
Software Engineer,Bangalore,Tier-1,Fresher (0-1 yrs),0.5,Startup,True,"Python, Java, Git, SQL, System Design",9.9,2023-09-10
Data Analyst,Coimbatore,Tier-2,Lead (10+ yrs),13.0,Enterprise,False,"Power BI, SQL, Python, Excel, Statistics",24.9,2023-09-10
Frontend Developer,Chandigarh,Tier-2,Junior (1-3 yrs),2.0,Enterprise,False,"React, HTML/CSS, TypeScript",11.5,2023-09-10
Data Scientist,Hyderabad,Tier-1,Mid (3-6 yrs),4.5,Mid-size,True,"NLP, Python, SQL, Statistics, Deep Learning",22.3,2023-09-10
Software Engineer,Pune,Tier-1,Junior (1-3 yrs),2.0,Startup,False,"System Design, Java, SQL, Python, Git, LangGraph",14.7,2023-09-10
DevOps Engineer,Chandigarh,Tier-2,Junior (1-3 yrs),2.0,Enterprise,True,"Kubernetes, CI/CD, AWS, Linux, Docker",18.9,2023-09-10
Data Analyst,Coimbatore,Tier-2,Lead (10+ yrs),13.0,Startup,True,"Power BI, SQL, Tableau",20.3,2023-09-10
Business Analyst,Delhi-NCR,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,False,"Statistics, SQL, Power BI, Excel",10.3,2023-09-10
QA Engineer,Pune,Tier-1,Lead (10+ yrs),13.0,Mid-size,False,"SQL, Selenium, Manual Testing",27.6,2023-09-10
Product Manager,Mumbai,Tier-1,Fresher (0-1 yrs),0.5,Startup,False,"Excel, SQL, Agile, Communication, Statistics",16.1,2023-09-10
DevOps Engineer,Indore,Tier-2,Senior (6-10 yrs),8.0,Mid-size,True,"CI/CD, Linux, Docker, AWS, Kubernetes",20.7,2023-09-10
Product Manager,Bangalore,Tier-1,Junior (1-3 yrs),2.0,Enterprise,True,"Excel, Communication, Statistics, SQL, Agile",21.7,2023-09-10
Software Engineer,Coimbatore,Tier-2,Lead (10+ yrs),13.0,Startup,False,"System Design, SQL, Java",21.5,2023-09-10
Data Engineer,Delhi-NCR,Tier-1,Fresher (0-1 yrs),0.5,Startup,False,"Airflow, Spark, Python, SQL, AWS",17.9,2023-09-10
Backend Developer,Mumbai,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"Docker, AWS, Node.js",38.7,2023-09-10
Frontend Developer,Jaipur,Tier-2,Senior (6-10 yrs),8.0,Mid-size,True,"TypeScript, JavaScript, HTML/CSS, React",15.6,2023-09-11
Business Analyst,Hyderabad,Tier-1,Lead (10+ yrs),13.0,Startup,False,"Statistics, Power BI, Communication, Excel, SQL",26.7,2023-09-11
Data Analyst,Delhi-NCR,Tier-1,Fresher (0-1 yrs),0.5,Startup,False,"Excel, Statistics, SQL",7.8,2023-09-11
Data Analyst,Delhi-NCR,Tier-1,Lead (10+ yrs),13.0,Mid-size,False,"Excel, Power BI, SQL, Statistics",25.4,2023-09-11
ML Engineer,Mumbai,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,False,"Python, AWS, Deep Learning, MLOps, Docker",23.9,2023-09-11
ML Engineer,Bhopal,Tier-3,Senior (6-10 yrs),8.0,Startup,True,"MLOps, AWS, Docker",19.8,2023-09-11
Software Engineer,Mumbai,Tier-1,Fresher (0-1 yrs),0.5,Enterprise,True,"Java, Python, System Design",13.2,2023-09-11
ML Engineer,Delhi-NCR,Tier-1,Junior (1-3 yrs),2.0,Mid-size,True,"Docker, MLOps, Python, Machine Learning, AWS",26.6,2023-09-11
DevOps Engineer,Chandigarh,Tier-2,Junior (1-3 yrs),2.0,Enterprise,False,"Linux, Docker, AWS, CI/CD",16.6,2023-09-11
Frontend Developer,Indore,Tier-2,Junior (1-3 yrs),2.0,Enterprise,False,"HTML/CSS, JavaScript, TypeScript, React",10.5,2023-09-11
Data Scientist,Hyderabad,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"Statistics, Python, NLP",40.3,2023-09-11
Software Engineer,Delhi-NCR,Tier-1,Senior (6-10 yrs),8.0,Startup,False,"SQL, Java, System Design, Git",21.5,2023-09-11
Product Manager,Mumbai,Tier-1,Lead (10+ yrs),13.0,Mid-size,False,"Agile, SQL, Communication, Statistics",37.4,2023-09-11
Data Scientist,Hyderabad,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,False,"SQL, Deep Learning, Statistics, NLP",18.3,2023-09-11
Data Engineer,Pune,Tier-1,Lead (10+ yrs),13.0,Startup,False,"SQL, Python, AWS, Spark",36.2,2023-09-11
Data Engineer,Guwahati,Tier-3,Mid (3-6 yrs),4.5,Enterprise,True,"SQL, Spark, Python, AWS",19.2,2023-09-11
Cloud Engineer,Delhi-NCR,Tier-1,Senior (6-10 yrs),8.0,Startup,True,"AWS, Kubernetes, Docker, Azure, Linux",26.7,2023-09-11
Data Engineer,Lucknow,Tier-2,Senior (6-10 yrs),8.0,Enterprise,True,"SQL, Python, Spark",25.9,2023-09-11
ML Engineer,Hyderabad,Tier-1,Senior (6-10 yrs),8.0,Startup,False,"Deep Learning, Machine Learning, MLOps, AWS, Python, Vector Databases",36.8,2023-09-11
QA Engineer,Pune,Tier-1,Mid (3-6 yrs),4.5,Mid-size,False,"Python, SQL, Manual Testing",13.1,2023-09-11
Cloud Engineer,Lucknow,Tier-2,Mid (3-6 yrs),4.5,Mid-size,True,"Linux, Kubernetes, Azure, Docker, AWS",17.0,2023-09-11
Data Scientist,Coimbatore,Tier-2,Lead (10+ yrs),13.0,Startup,False,"Deep Learning, Python, SQL, NLP, Machine Learning",27.7,2023-09-11
QA Engineer,Pune,Tier-1,Senior (6-10 yrs),8.0,Mid-size,False,"Python, SQL, Manual Testing, Selenium",20.9,2023-09-11
Backend Developer,Mumbai,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,False,"Node.js, Python, AWS, SQL",14.3,2023-09-11
Business Analyst,Coimbatore,Tier-2,Junior (1-3 yrs),2.0,Enterprise,False,"Excel, Statistics, Communication, Power BI",10.9,2023-09-11
ML Engineer,Bangalore,Tier-1,Fresher (0-1 yrs),0.5,Startup,False,"Deep Learning, MLOps, Machine Learning, Docker",23.5,2023-09-11
Backend Developer,Ranchi,Tier-3,Mid (3-6 yrs),4.5,Enterprise,False,"Node.js, Docker, AWS, Python",14.3,2023-09-11
Data Analyst,Kanpur,Tier-3,Lead (10+ yrs),13.0,Startup,True,"Tableau, Python, Power BI, Statistics, Excel",17.6,2023-09-11
Software Engineer,Nagpur,Tier-3,Lead (10+ yrs),13.0,Enterprise,True,"Python, System Design, Git",22.8,2023-09-11
DevOps Engineer,Jaipur,Tier-2,Junior (1-3 yrs),2.0,Enterprise,False,"CI/CD, Linux, Docker, Kubernetes",17.5,2023-09-11
Data Engineer,Chandigarh,Tier-2,Lead (10+ yrs),13.0,Enterprise,False,"Python, Spark, AWS",37.1,2023-09-11
Data Scientist,Bangalore,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,False,"Deep Learning, Statistics, Python, Machine Learning, NLP",20.1,2023-09-11
DevOps Engineer,Jaipur,Tier-2,Mid (3-6 yrs),4.5,Mid-size,False,"AWS, Linux, CI/CD, Kubernetes",20.7,2023-09-11
ML Engineer,Guwahati,Tier-3,Junior (1-3 yrs),2.0,Mid-size,False,"Deep Learning, Machine Learning, Python, MLOps",17.6,2023-09-11
Software Engineer,Jaipur,Tier-2,Lead (10+ yrs),13.0,Startup,True,"Python, System Design, SQL, Git",21.0,2023-09-11
Software Engineer,Kanpur,Tier-3,Mid (3-6 yrs),4.5,Enterprise,True,"Git, SQL, Java",12.2,2023-09-11
Cloud Engineer,Coimbatore,Tier-2,Lead (10+ yrs),13.0,Enterprise,False,"AWS, Kubernetes, Azure, Linux, Docker",34.6,2023-09-11
Data Analyst,Lucknow,Tier-2,Senior (6-10 yrs),8.0,Mid-size,True,"Tableau, Statistics, Power BI, SQL, Excel",14.5,2023-09-11
Data Analyst,Hyderabad,Tier-1,Mid (3-6 yrs),4.5,Mid-size,True,"Tableau, Python, Power BI, Excel, SQL",12.5,2023-09-11
Frontend Developer,Indore,Tier-2,Senior (6-10 yrs),8.0,Startup,True,"JavaScript, HTML/CSS, React, TypeScript",15.3,2023-09-12
DevOps Engineer,Delhi-NCR,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"AWS, Docker, CI/CD, Linux, Kubernetes",44.5,2023-09-12
Business Analyst,Coimbatore,Tier-2,Mid (3-6 yrs),4.5,Enterprise,False,"Communication, Power BI, SQL",14.6,2023-09-12
Cloud Engineer,Lucknow,Tier-2,Fresher (0-1 yrs),0.5,Enterprise,False,"Azure, Docker, Kubernetes, AWS, Linux",17.4,2023-09-12
Data Engineer,Jaipur,Tier-2,Mid (3-6 yrs),4.5,Mid-size,False,"Airflow, AWS, Python",18.4,2023-09-12
DevOps Engineer,Bhopal,Tier-3,Senior (6-10 yrs),8.0,Enterprise,True,"Linux, CI/CD, AWS, Kubernetes",22.3,2023-09-12
DevOps Engineer,Pune,Tier-1,Mid (3-6 yrs),4.5,Mid-size,False,"AWS, Docker, Linux, CI/CD, Kubernetes",23.4,2023-09-12
Data Scientist,Delhi-NCR,Tier-1,Fresher (0-1 yrs),0.5,Enterprise,False,"Python, Machine Learning, NLP, Deep Learning, SQL",23.8,2023-09-12
Backend Developer,Delhi-NCR,Tier-1,Senior (6-10 yrs),8.0,Enterprise,False,"Docker, AWS, Python",29.2,2023-09-12
Data Engineer,Chandigarh,Tier-2,Fresher (0-1 yrs),0.5,Mid-size,False,"Airflow, SQL, Spark, Python, AWS",15.1,2023-09-12
QA Engineer,Pune,Tier-1,Senior (6-10 yrs),8.0,Enterprise,False,"Manual Testing, Selenium, SQL, Python",26.2,2023-09-12
Cloud Engineer,Nagpur,Tier-3,Fresher (0-1 yrs),0.5,Startup,False,"Linux, Azure, AWS, Kubernetes, Docker",11.4,2023-09-12
Backend Developer,Bangalore,Tier-1,Junior (1-3 yrs),2.0,Enterprise,False,"Python, AWS, SQL",19.8,2023-09-12
Business Analyst,Lucknow,Tier-2,Junior (1-3 yrs),2.0,Enterprise,False,"Power BI, Statistics, SQL, Communication",11.2,2023-09-12
Business Analyst,Lucknow,Tier-2,Senior (6-10 yrs),8.0,Startup,True,"Communication, Excel, Statistics, Power BI",16.2,2023-09-12
QA Engineer,Chandigarh,Tier-2,Fresher (0-1 yrs),0.5,Startup,True,"Python, Manual Testing, Selenium",5.8,2023-09-12
Data Analyst,Indore,Tier-2,Fresher (0-1 yrs),0.5,Mid-size,False,"SQL, Python, Excel, Statistics",9.0,2023-09-12
Business Analyst,Bangalore,Tier-1,Mid (3-6 yrs),4.5,Enterprise,False,"Communication, Power BI, SQL, Excel, Statistics",18.3,2023-09-12
Cloud Engineer,Bangalore,Tier-1,Senior (6-10 yrs),8.0,Mid-size,True,"AWS, Linux, Kubernetes, Docker",27.7,2023-09-12
Data Engineer,Mumbai,Tier-1,Mid (3-6 yrs),4.5,Startup,False,"Spark, Python, SQL",21.9,2023-09-12
Data Engineer,Hyderabad,Tier-1,Lead (10+ yrs),13.0,Startup,True,"SQL, Airflow, Python, Spark",31.4,2023-09-12
QA Engineer,Chandigarh,Tier-2,Junior (1-3 yrs),2.0,Mid-size,False,"Python, Manual Testing, SQL",8.0,2023-09-12
QA Engineer,Delhi-NCR,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"SQL, Python, Manual Testing, Selenium",31.2,2023-09-12
Backend Developer,Guwahati,Tier-3,Mid (3-6 yrs),4.5,Startup,False,"Python, AWS, Node.js, SQL, Docker",13.6,2023-09-12
Product Manager,Jaipur,Tier-2,Lead (10+ yrs),13.0,Startup,False,"SQL, Agile, Excel, Statistics, Communication",26.7,2023-09-12
Software Engineer,Hyderabad,Tier-1,Senior (6-10 yrs),8.0,Startup,True,"Git, System Design, Python, Java",21.4,2023-09-12
Data Engineer,Chandigarh,Tier-2,Junior (1-3 yrs),2.0,Enterprise,True,"Spark, Airflow, SQL, AWS",19.7,2023-09-13
Data Scientist,Pune,Tier-1,Mid (3-6 yrs),4.5,Startup,False,"Machine Learning, Python, Deep Learning",25.6,2023-09-13
ML Engineer,Jaipur,Tier-2,Junior (1-3 yrs),2.0,Enterprise,False,"Deep Learning, Python, MLOps, Machine Learning, AWS",29.2,2023-09-13
Data Analyst,Hyderabad,Tier-1,Mid (3-6 yrs),4.5,Enterprise,False,"SQL, Statistics, Tableau",18.2,2023-09-13
ML Engineer,Mumbai,Tier-1,Junior (1-3 yrs),2.0,Startup,False,"MLOps, Docker, Python, Deep Learning, Machine Learning",25.6,2023-09-13
DevOps Engineer,Chandigarh,Tier-2,Senior (6-10 yrs),8.0,Enterprise,False,"Linux, Kubernetes, Docker, AWS, CI/CD",27.3,2023-09-13
Product Manager,Delhi-NCR,Tier-1,Mid (3-6 yrs),4.5,Enterprise,False,"Statistics, Excel, Agile",26.9,2023-09-13
Cloud Engineer,Pune,Tier-1,Fresher (0-1 yrs),0.5,Enterprise,False,"Linux, Azure, Kubernetes",19.9,2023-09-13
Data Analyst,Mumbai,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,False,"Power BI, Python, Tableau, Statistics",6.7,2023-09-13
Data Analyst,Delhi-NCR,Tier-1,Senior (6-10 yrs),8.0,Startup,False,"Power BI, Python, Tableau, Excel",17.4,2023-09-13
DevOps Engineer,Bangalore,Tier-1,Junior (1-3 yrs),2.0,Startup,False,"Docker, Linux, AWS, CI/CD",16.7,2023-09-13
Business Analyst,Jaipur,Tier-2,Lead (10+ yrs),13.0,Enterprise,False,"Excel, Statistics, Power BI",27.4,2023-09-13
Software Engineer,Nagpur,Tier-3,Fresher (0-1 yrs),0.5,Mid-size,False,"Python, SQL, Git, System Design, Java",8.3,2023-09-13
Product Manager,Coimbatore,Tier-2,Fresher (0-1 yrs),0.5,Enterprise,False,"Excel, Statistics, Communication",15.5,2023-09-13
Software Engineer,Bangalore,Tier-1,Lead (10+ yrs),13.0,Mid-size,True,"System Design, Java, Git, SQL, Python",27.7,2023-09-13
Data Engineer,Guwahati,Tier-3,Mid (3-6 yrs),4.5,Startup,False,"Spark, Python, Airflow",15.7,2023-09-13
Data Scientist,Jaipur,Tier-2,Mid (3-6 yrs),4.5,Mid-size,False,"Machine Learning, SQL, Statistics, NLP",20.5,2023-09-13
Data Analyst,Jaipur,Tier-2,Junior (1-3 yrs),2.0,Startup,False,"Python, Excel, Power BI, Statistics",6.2,2023-09-13
Backend Developer,Nagpur,Tier-3,Junior (1-3 yrs),2.0,Enterprise,False,"Node.js, Python, SQL, Docker",11.0,2023-09-13
Cloud Engineer,Mumbai,Tier-1,Junior (1-3 yrs),2.0,Startup,False,"Linux, Docker, Azure",14.2,2023-09-13
DevOps Engineer,Delhi-NCR,Tier-1,Senior (6-10 yrs),8.0,Enterprise,False,"Linux, AWS, CI/CD",33.7,2023-09-13
Data Scientist,Pune,Tier-1,Junior (1-3 yrs),2.0,Startup,False,"Machine Learning, Python, Statistics, SQL, Deep Learning",22.0,2023-09-13
Backend Developer,Pune,Tier-1,Mid (3-6 yrs),4.5,Enterprise,False,"AWS, Node.js, Python, Docker",23.2,2023-09-14
Cloud Engineer,Mumbai,Tier-1,Senior (6-10 yrs),8.0,Startup,False,"Kubernetes, AWS, Linux, Docker",27.2,2023-09-14
Data Scientist,Kanpur,Tier-3,Fresher (0-1 yrs),0.5,Enterprise,False,"Machine Learning, Python, Statistics, Deep Learning",17.8,2023-09-14
Data Engineer,Pune,Tier-1,Lead (10+ yrs),13.0,Startup,False,"SQL, AWS, Airflow, Python",35.2,2023-09-14
ML Engineer,Chandigarh,Tier-2,Junior (1-3 yrs),2.0,Startup,False,"Docker, Python, AWS, MLOps, Machine Learning",19.9,2023-09-14
DevOps Engineer,Lucknow,Tier-2,Fresher (0-1 yrs),0.5,Enterprise,False,"Linux, AWS, Docker",14.5,2023-09-14
ML Engineer,Hyderabad,Tier-1,Lead (10+ yrs),13.0,Startup,True,"Machine Learning, AWS, Python, Deep Learning, Docker",40.1,2023-09-14
Data Engineer,Mumbai,Tier-1,Senior (6-10 yrs),8.0,Mid-size,False,"Spark, SQL, AWS, Python",29.5,2023-09-14
QA Engineer,Ranchi,Tier-3,Fresher (0-1 yrs),0.5,Enterprise,True,"SQL, Python, Selenium, Manual Testing",6.8,2023-09-14
Business Analyst,Mumbai,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"Communication, SQL, Statistics, Power BI, Excel",32.1,2023-09-14
Data Engineer,Mumbai,Tier-1,Lead (10+ yrs),13.0,Mid-size,True,"Python, Airflow, AWS, Spark",36.2,2023-09-14
Business Analyst,Bangalore,Tier-1,Fresher (0-1 yrs),0.5,Enterprise,False,"Excel, Power BI, Statistics, Communication, SQL",11.2,2023-09-14
QA Engineer,Mumbai,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,False,"SQL, Selenium, Manual Testing, Python",8.5,2023-09-14
QA Engineer,Chandigarh,Tier-2,Junior (1-3 yrs),2.0,Startup,False,"Selenium, Manual Testing, Python, SQL",8.1,2023-09-14
QA Engineer,Mumbai,Tier-1,Mid (3-6 yrs),4.5,Startup,False,"SQL, Selenium, Manual Testing, Python",15.1,2023-09-14
ML Engineer,Bangalore,Tier-1,Senior (6-10 yrs),8.0,Enterprise,False,"MLOps, Deep Learning, AWS, Python",40.1,2023-09-14
Software Engineer,Mumbai,Tier-1,Junior (1-3 yrs),2.0,Startup,False,"System Design, SQL, Python, Java",14.3,2023-09-14
Data Engineer,Pune,Tier-1,Junior (1-3 yrs),2.0,Enterprise,False,"Spark, SQL, AWS, Airflow",25.8,2023-09-14
Product Manager,Delhi-NCR,Tier-1,Senior (6-10 yrs),8.0,Enterprise,False,"SQL, Excel, Statistics",32.6,2023-09-14
